ticker,company_name,Current Market Value,Closing Price,Total Volume,% Chg in Price,Net Sales,FE Growth Sales Mean CY 1CY Roll Over -1AW,EBITDA Margin,Net Inc Before Extra & Disc Op,Free Cash Flow,Total Debt% Equity,Price / Earns Ratio,Entrpr Value/ EBITDA,Price /Sales CFY,Number of Insider Purchases (last year),EPS Report Date,FE Price_Tgt Mean ,Option Volume,Put/Call Ratio,Option Open interest,Theor. Imp Vol,Industry,Short Interest,3y BETA Rel to Loc Idx,Local Price 52 Week Low,Local Price 52 Week High,Average Daily Volume,Entrpr Value/ Sales,EV/FCF,1y - Compound Tot Ret,2y - Compound Tot Ret,5y - Compound Tot Ret,10y - Compound Tot Ret,IV Rank,IV Max - 1y,IV Min -1y,Exchng Ticker,Net Sales - 0y ago,Net Sales - 1y ago,Net Sales - 2y ago,Net Sales - 3y ago,Net Sales - 5y ago,Net Sales - 10y ago
AEO,"American Eagle Outfitters, Inc.","2,738.1",16.3,5.1,2.0,"5,444.7",0.2,9.9,197.5,195.4,108.9,21.4,7.1,0.7,0.0,20260304,19.7,"7,435.0",0.3,"89,968.0",55.8,Apparel/Footwear Retail,10.8,1.2,9.3,28.5,5.1,1.0,28.7,62.3,-21.6,-43.7,33.8,13.6,1.0,0.5,AEO-USA,"5,547.2","5,328.7","5,261.8","4,989.8","3,759.1","3,521.8"
PK,"Park Hotels & Resorts, Inc.","2,722.4",13.5,8.4,3.8,"2,541.0",-0.0,22.1,-283.0,104.0,129.3,,10.0,0.8,0.0,20260219,12.3,"14,710.0",0.0,"14,136.0",,Real Estate Investment Trusts,22.3,1.4,9.8,13.9,8.4,2.3,55.9,45.1,3.2,-3.9,,23.5,0.8,0.3,PK-USA,"2,541.0","2,599.0","2,698.0","2,501.0",852.0,"2,688.0"
VOYG,"Voyager Technologies, Inc. Class A","2,664.4",45.0,2.1,6.1,166.4,-0.0,-52.1,-104.8,-205.6,121.7,,,9.3,0.0,20260309,43.7,"1,903.0",0.1,"51,272.0",112.7,Information Technology Services,15.6,3.5,17.4,74.0,2.1,9.4,-7.6,,,,,73.2,1.3,0.7,VOYG-USA,166.4,144.2,136.1,,,
BRZE,"Braze, Inc. Class A","2,653.6",23.6,2.7,-1.8,723.3,0.0,-16.8,-126.5,61.9,13.5,,,3.0,0.0,20260324,34.4,"1,326.0",0.4,"43,155.0",75.3,Internet Software/Services,15.0,0.8,15.3,37.7,2.7,2.6,31.0,-35.0,-36.4,,,79.9,0.8,0.5,BRZE-USA,738.2,593.4,471.8,355.4,150.2,
TMC,TMC the metals company Inc.,"2,651.3",6.1,7.3,-2.1,0.0,,,-319.8,-42.9,,,,,0.0,20260327,10.8,"24,499.0",0.0,"337,423.0",105.2,Other Metals/Minerals,14.6,3.1,3.9,11.4,7.3,,-56.0,45.4,313.5,-38.4,,26.4,1.6,0.9,TMC-USA,0.0,0.0,0.0,0.0,0.0,
DHT,"DHT Holdings, Inc.","2,639.5",16.4,1.8,-0.9,497.2,0.0,55.6,211.1,-33.3,38.3,9.3,8.4,3.9,,20260204,20.6,"2,247.0",0.3,"104,698.0",44.7,Marine Shipping,5.5,-0.2,10.6,20.6,1.8,4.7,-69.6,57.4,61.7,272.8,514.1,63.8,0.6,0.4,DHT-USA,497.2,567.8,556.1,450.4,691.0,365.1
WHR,Whirlpool Corporation,"2,638.9",40.7,1.9,-1.7,"15,523.0",0.0,6.9,317.0,81.0,263.7,12.7,9.2,0.3,0.0,20260128,48.5,"4,114.0",0.3,"167,110.0",58.0,Electronics/Appliances,22.2,1.5,38.4,112.0,1.9,0.7,130.4,-48.2,-50.9,-77.7,-65.1,97.3,0.7,0.4,WHR-USA,"15,523.0","16,606.0","19,457.0","19,724.0","19,449.0","20,891.0"
BW,Babcock & Wilcox Enterprises Inc,"2,631.5",17.7,2.4,5.4,587.7,0.0,5.7,-32.8,-85.7,,,24.8,1.1,0.0,20260304,24.7,"3,324.0",0.3,"68,211.0",,Electronic Equipment/Instruments,7.7,1.2,0.8,22.0,2.4,1.5,-10.0,"2,004.8","1,325.8",102.3,-91.9,6.0,2.4,1.0,BW-USA,587.7,581.0,727.3,847.9,566.3,"1,756.7"
PENN,"PENN Entertainment, Inc.","2,630.0",19.7,3.2,-0.1,"6,961.0",0.0,10.3,-843.1,-139.5,614.6,,12.1,0.3,,20260226,20.5,"3,480.0",0.1,"81,355.0",45.5,Casinos/Gaming,13.0,1.5,11.7,20.6,3.2,1.8,-90.9,27.7,13.4,-75.3,27.2,23.9,0.7,0.4,PENN-USA,"6,961.0","6,578.1","6,362.9","6,401.7","3,578.7","2,838.4"
PTON,"Peloton Interactive, Inc. Class A","2,598.0",6.0,10.2,2.8,"2,438.2",0.0,8.5,-51.0,323.7,,,18.1,1.1,0.0,20250807,8.1,"15,818.0",0.6,"936,091.0",66.7,Other Consumer Services,15.0,2.1,3.7,9.2,10.2,1.5,11.3,-9.9,64.4,-94.2,,25.8,1.2,0.6,PTON-USA,"2,490.8","2,700.5","2,800.2","3,582.1","1,825.9",
HUN,Huntsman Corporation,"2,582.9",14.7,2.8,-3.2,"5,683.0",0.0,4.4,-275.0,116.0,87.3,,14.2,0.3,,20260217,14.6,"3,260.0",0.1,"72,495.0",64.6,Chemicals: Major Diversified,15.6,0.5,7.3,15.9,2.8,0.7,33.7,37.3,-31.4,-35.8,32.9,44.7,0.8,0.5,HUN-USA,"5,683.0","6,036.0","6,111.0","8,023.0","6,018.0","10,299.0"
DFTX,"Definium Therapeutics, Inc.","2,572.9",23.6,2.3,4.2,0.0,,,-183.8,-131.6,12.2,,,,,20260226,39.5,"3,724.0",1.5,"63,881.0",,Pharmaceuticals: Major,8.8,2.3,6.3,26.3,2.3,,-6.3,206.8,172.4,-49.4,,97.7,1.4,0.7,DFTX-USA,0.0,0.0,0.0,0.0,0.0,0.0
HOG,"Harley-Davidson, Inc.","2,552.7",24.3,2.8,0.4,"4,473.2",0.0,9.3,338.7,415.2,97.2,7.4,5.7,0.6,0.0,20260210,25.3,"1,095.0",5.0,"48,218.0",42.3,Motor Vehicles,13.5,1.7,17.1,31.3,2.8,0.6,5.9,1.6,-30.7,-45.1,-32.6,26.8,0.6,0.4,HOG-USA,"4,473.2","5,186.8","5,836.5","5,755.1","4,054.4","5,995.4"
QUBT,Quantum Computing Inc.,"2,526.0",11.2,22.1,-0.1,0.7,0.0,"-6,764.5",-18.7,-37.0,0.2,,,"2,474.6",0.0,20260302,17.8,"54,296.0",0.2,"484,111.0",105.7,Information Technology Services,29.3,5.7,6.2,25.8,22.1,840.1,-15.5,-9.7,"1,497.0",90.5,"9,233.3",41.8,1.5,0.8,QUBT-USA,0.7,0.4,0.4,0.1,0.0,
IDYA,"IDEAYA Biosciences, Inc.","2,495.3",28.4,1.1,2.9,218.7,-1.1,-70.7,-113.7,-73.5,2.7,,,14.0,,20260217,51.7,"1,135.0",0.0,"6,329.0",,Pharmaceuticals: Major,14.1,0.3,20.5,39.3,1.1,11.2,-33.3,31.2,-27.0,39.2,,37.2,1.6,0.6,IDYA-USA,218.7,7.0,23.4,50.9,19.5,
WU,Western Union Company,"2,468.2",7.9,9.7,-2.4,"4,041.1",0.0,23.5,499.6,505.2,324.0,6.1,4.9,0.8,0.0,20260220,8.8,"8,673.0",0.2,"115,810.0",35.4,Regional Banks,15.9,0.3,7.8,10.4,9.7,1.2,9.7,-6.7,-25.9,-54.0,-28.5,26.0,0.6,0.3,WU-USA,"4,041.1","4,203.5","4,350.5","4,469.9","4,824.0","5,480.1"
PCT,PureCycle Technologies Inc,"2,465.2",13.6,6.3,2.3,8.4,0.0,"-1,588.3",-182.6,-183.6,"1,577.4",,,185.5,4.0,20260226,12.7,"36,377.0",0.7,"498,102.0",95.6,Environmental Services,28.6,4.6,4.9,17.4,6.3,251.5,-11.4,38.2,145.6,-28.0,,58.7,1.2,0.7,PCT-USA,8.4,0.0,0.0,0.0,0.0,
FRPT,Freshpet Inc,"2,457.1",50.0,1.8,-1.6,"1,102.0",0.0,16.8,139.1,12.4,41.0,23.1,19.3,3.1,24.0,20260223,81.2,"2,068.0",0.0,"21,253.0",,Food: Specialty/Candy,20.2,2.3,46.5,86.0,1.8,3.3,293.4,-38.5,-62.0,-70.3,428.0,49.3,0.7,0.5,FRPT-USA,"1,102.0",975.2,766.9,595.3,318.8,116.2
UTI,"Universal Technical Institute, Inc.","2,451.9",44.5,2.2,0.8,855.0,0.0,15.2,53.7,55.4,86.2,28.7,12.3,2.2,0.0,20251119,41.9,"1,423.0",0.0,"14,637.0",,Miscellaneous Commercial Services,6.2,1.2,21.3,44.9,2.2,2.3,34.6,25.8,189.7,642.2,"1,369.6",44.8,0.7,0.4,UTI-USA,835.6,732.7,607.4,418.8,300.8,362.7
TMDX,"TransMedics Group, Inc.","2,408.5",69.7,1.2,2.4,605.5,0.0,22.4,190.3,133.6,109.8,25.0,36.5,8.1,0.0,20260224,118.6,"1,471.0",0.3,"55,004.0",69.0,Medical Specialties,24.8,3.3,60.1,156.0,1.2,8.2,37.1,-45.9,-47.8,175.1,,93.4,0.8,0.6,TMDX-USA,605.5,441.5,241.6,93.5,25.6,
DJT,Trump Media & Technology Group Corp.,"2,390.1",8.6,4.0,2.0,3.7,,"-4,385.2",-712.1,-20.2,57.7,,,915.1,0.0,20260227,,"11,678.0",0.2,"562,315.0",,Advertising/Marketing Services,7.0,0.2,7.9,22.3,4.0,849.1,-154.7,-60.5,-81.5,,,71.3,1.0,0.5,DJT-USA,3.7,3.6,4.1,0.0,0.0,
BRUN,Boost Run Inc. Class A,"2,340.4",38.1,4.1,-5.6,0.0,6.6,,3.4,-1.0,0.0,63.5,,,0.0,20260219,37.5,"11,469.0",0.3,"83,034.0",,Packaged Software,,3.8,10.1,42.0,4.1,,-208.5,275.0,,,,100.0,1.8,0.7,BRUN-USA,0.0,0.0,,,,
NOG,"Northern Oil and Gas, Inc.","2,339.0",22.1,2.4,-1.0,"2,095.1",0.0,67.6,38.8,252.8,112.7,55.0,3.2,1.0,,20260225,35.1,"1,927.0",0.1,"38,949.0",48.8,Oil & Gas Production,18.2,0.4,20.2,32.6,2.4,2.2,17.9,-17.9,-36.2,46.4,-38.6,20.1,0.6,0.4,NOG-USA,"2,095.1","2,163.8","1,907.0","1,985.8",324.1,202.7
BBAI,"BigBear.ai Holdings, Inc.","2,313.3",4.8,52.5,-1.2,127.7,0.0,-53.4,-293.9,-47.2,18.8,,,15.2,0.0,20260302,5.3,"85,276.0",0.2,"966,658.0",93.8,Packaged Software,26.3,3.1,3.0,9.4,52.5,13.8,-37.3,27.4,226.4,-50.3,,25.9,1.5,0.8,BBAI-USA,127.7,158.2,155.2,155.0,0.0,
RNW,ReNew Energy Global plc Class A,"2,276.2",6.3,1.4,1.0,"1,488.6",1.1,65.1,147.5,-830.1,620.8,14.2,9.8,1.1,0.0,20260518,7.8,"1,658.0",0.0,"4,628.0",,Alternative Power Generation,3.4,1.5,4.4,8.2,1.4,6.2,-11.2,-9.9,2.3,-37.2,,49.0,1.2,0.3,RNW-USA,"1,496.1","1,148.0",982.3,973.5,656.0,
ATEN,"A10 Networks, Inc.","2,263.6",31.4,1.2,0.8,290.6,0.0,21.3,42.1,64.8,107.7,30.9,18.4,4.5,0.0,20260204,29.8,"2,328.0",0.0,"18,567.0",61.4,Information Technology Services,9.9,1.1,16.5,32.9,1.2,4.0,17.8,78.9,119.3,242.2,404.9,63.7,0.7,0.4,ATEN-USA,290.6,261.7,251.7,280.3,225.5,199.0
RAMP,"LiveRamp Holdings, Inc.","2,247.3",37.4,4.8,-0.1,795.6,0.0,10.0,68.8,167.6,3.2,11.9,13.1,2.1,0.0,20260517,36.8,"2,940.0",0.2,"17,409.0",,Packaged Software,6.4,1.5,21.7,37.9,4.8,1.7,8.2,14.4,20.0,-23.8,73.3,20.0,0.6,0.2,RAMP-USA,812.9,745.6,659.7,596.6,443.0,850.1
SHAK,"Shake Shack, Inc. Class A","2,240.7",55.5,3.0,-3.9,"1,445.3",-0.4,13.5,45.7,56.5,171.7,74.3,17.1,2.4,24.0,20260226,85.4,"4,589.0",2.7,"64,441.0",52.4,Restaurants,13.4,1.8,53.9,144.7,3.0,2.7,70.2,-56.4,-40.0,-38.7,51.9,56.6,0.7,0.4,SHAK-USA,"1,445.3","1,252.6","1,087.5",900.5,522.9,190.6
NEXT,NextDecade Corp.,"2,236.5",8.4,2.2,2.6,0.0,,,-306.4,"-5,016.2","9,080.4",,,,0.0,20260302,9.3,"1,534.0",0.8,"302,387.0",70.6,Oil & Gas Production,17.3,0.4,4.8,12.1,2.2,,-2.3,2.7,13.1,245.9,-15.2,59.6,0.8,0.5,NEXT-USA,0.0,0.0,0.0,0.0,0.0,0.0
LCID,"Lucid Group, Inc.","2,232.3",5.7,15.9,-0.7,"1,353.8",0.0,-225.3,"-2,698.1","-3,827.9",106.5,,,2.4,0.0,20260224,9.7,"19,018.0",0.3,"1,331,504.0",,Motor Vehicles,54.4,-0.0,5.6,33.7,15.9,5.3,-1.9,-73.9,-79.8,-97.5,,5.3,5.0,0.7,LCID-USA,"1,353.8",807.8,595.3,608.2,4.0,
AMSC,American Superconductor Corporation,"2,225.9",46.7,1.5,-0.6,279.4,0.0,8.2,130.5,18.3,2.1,11.1,53.0,5.0,0.0,20260527,64.0,"5,381.0",0.2,"41,984.0",98.7,Electrical Products,8.2,4.9,24.9,70.5,1.5,4.5,73.7,55.3,124.7,265.8,438.9,84.4,1.0,0.7,AMSC-USA,299.2,222.8,145.6,106.0,87.1,96.0
CPRI,Capri Holdings Limited,"2,124.0",18.4,3.6,2.1,"3,505.0",0.0,5.6,-501.0,14.0,"1,248.6",22.5,11.2,0.6,0.0,20260527,24.4,"2,659.0",0.1,"124,142.0",52.8,Apparel/Footwear Retail,8.5,1.3,16.2,28.3,3.6,1.0,239.1,4.1,-46.4,-65.7,-61.9,33.3,0.8,0.5,CPRI-USA,"3,474.0","3,621.0","5,170.0","5,619.0","4,060.0","4,712.1"
KOD,"Kodiak Sciences, Inc.","2,119.5",33.9,0.9,0.9,0.0,,,-230.0,-136.5,101.1,,,,0.0,20260331,62.7,"1,237.0",0.0,"15,525.0",85.4,Biotechnology,17.8,2.1,3.4,47.8,0.9,,-10.5,759.6,945.4,-56.7,,3.3,3.8,0.9,KOD-USA,0.0,0.0,0.0,0.0,0.0,
RCAT,Red Cat Holdings Inc,"2,098.7",13.8,16.5,6.9,40.7,-0.1,-156.2,-72.1,-95.8,7.5,,,19.3,0.0,20260318,22.0,"27,222.0",0.2,"286,683.0",111.5,Packaged Software,26.9,1.7,5.8,18.8,16.5,15.6,-6.6,99.0,"1,313.6",453.8,-97.1,45.6,1.5,0.9,RCAT-USA,40.7,7.3,,9.9,5.0,0.0
SHLS,"Shoals Technologies Group, Inc. Class A","2,078.7",12.4,3.6,3.1,475.3,-0.0,14.8,33.6,-16.0,29.8,42.6,22.2,3.0,0.0,20260224,10.5,"6,085.0",0.3,"169,475.0",109.7,Semiconductors,8.7,1.6,4.0,13.2,3.6,3.4,-100.3,154.4,73.0,-51.9,,89.8,1.1,0.7,SHLS-USA,475.3,399.2,488.9,326.9,175.5,
MLYS,"Mineralys Therapeutics, Inc.","2,067.4",25.1,8.2,-0.0,0.0,,,-154.7,-142.4,0.0,,,,0.0,20260312,48.5,"3,241.0",1.2,"23,568.0",,Biotechnology,16.1,0.6,12.6,47.7,8.2,,-12.6,54.9,91.6,,,12.2,1.5,0.6,MLYS-USA,0.0,0.0,0.0,0.0,0.0,
SOC,Sable Offshore Corp.,"2,043.8",13.2,3.1,2.3,0.0,-19.2,,-410.2,-769.3,176.4,,,,0.0,20260227,23.5,"5,230.0",0.4,"233,211.0",126.8,Integrated Oil,19.9,-0.8,3.7,32.2,3.1,,-2.2,-44.9,-8.5,37.5,,14.0,5.0,0.7,SOC-USA,0.0,0.0,0.0,0.0,0.0,
AUPH,Aurinia Pharmaceuticals Inc.,"2,015.2",15.7,1.7,4.5,283.1,0.0,47.9,287.2,135.4,12.9,7.7,13.9,7.8,4.0,20260226,17.0,"2,563.0",0.4,"33,060.0",,Biotechnology,7.7,0.7,7.3,16.9,1.7,6.7,14.0,95.9,192.4,22.4,422.3,30.8,0.9,0.4,AUPH-USA,283.1,235.1,175.5,134.0,50.1,0.2
PUMP,ProPetro Holding Corp.,"2,003.6",16.3,4.5,0.8,"1,269.2",-0.1,15.2,0.8,42.5,25.7,"1,219.2",5.4,0.8,0.0,20260218,18.2,"4,007.0",0.0,"61,288.0",,Oilfield Services/Equipment,13.7,0.6,4.5,18.5,4.5,0.9,26.5,176.5,77.6,44.7,,32.0,1.2,0.6,PUMP-USA,"1,269.2","1,444.3","1,630.4","1,279.7",789.2,571.5
GRND,Grindr Inc.,"1,937.2",10.9,3.0,-1.8,439.9,0.0,32.1,94.8,140.8,852.2,31.1,20.9,6.0,0.0,20260226,18.2,"1,243.0",0.1,"10,121.0",49.4,Internet Software/Services,20.4,0.2,9.7,23.8,3.0,6.7,21.0,-53.5,14.7,8.1,,39.5,0.8,0.4,GRND-USA,439.9,344.6,259.7,195.0,0.0,
CLOV,Clover Health Investments Corp. Class A,"1,922.4",3.7,7.0,9.3,"1,924.3",0.0,,-85.5,-69.0,0.0,,,0.6,0.0,20260226,3.2,"25,325.0",2.0,"329,639.0",68.0,Life/Health Insurance,9.3,2.6,1.6,4.2,7.0,0.6,-17.4,17.7,212.0,-59.2,,13.7,1.2,0.7,CLOV-USA,"1,924.3","1,370.6","1,255.7","3,486.8",686.3,
LWLG,"Lightwave Logic, Inc.","1,893.6",12.3,7.0,-0.9,0.2,,"-7,875.2",-20.3,-15.1,3.5,,,"1,759.5",0.0,20260305,,"6,639.0",0.1,"171,465.0",154.7,Chemicals: Specialty,9.3,1.9,1.0,18.7,7.0,"1,479.1",-23.2,"1,116.8",295.2,401.6,"1,948.3",66.5,1.8,1.0,LWLG-USA,0.2,0.1,0.0,0.0,0.0,0.0
PLAB,"Photronics, Inc.","1,893.4",32.1,2.7,-1.8,857.9,0.0,33.5,136.5,59.7,0.0,10.5,4.4,1.7,0.0,20251210,43.6,"2,569.0",0.2,"39,811.0",74.9,Electronic Production Equipment,5.2,1.2,17.6,56.0,2.7,1.5,21.3,80.3,19.3,147.6,232.9,72.8,0.9,0.4,PLAB-USA,849.3,866.9,892.1,824.5,609.7,524.2
QURE,uniQure N.V.,"1,868.4",29.9,2.9,-6.3,16.1,0.0,"-1,060.4",-199.0,-178.4,269.8,,,85.5,0.0,20260302,38.3,"12,847.0",0.1,"125,981.0",,Biotechnology,18.3,0.9,8.7,71.5,2.9,80.1,-7.2,97.1,460.6,-14.3,113.4,48.8,2.2,0.8,QURE-USA,16.1,27.1,15.8,106.5,37.5,10.5
RXRX,"Recursion Pharmaceuticals, Inc. Class A","1,841.7",3.5,18.5,9.5,74.7,0.0,-755.8,-644.8,-378.3,6.9,,,24.5,0.0,20260225,6.6,"12,713.0",0.2,"450,725.0",,Biotechnology,39.5,3.0,2.8,7.2,18.5,15.5,-3.1,-21.0,-59.6,-87.8,,28.4,1.8,0.8,RXRX-USA,74.7,58.8,44.6,39.8,4.0,
ASAN,"Asana, Inc. Class A","1,837.2",8.0,6.4,1.3,785.1,0.7,-18.9,-199.1,77.0,151.8,,,3.1,0.0,20260302,9.1,"4,197.0",0.3,"98,202.0",80.7,Packaged Software,36.6,1.0,5.4,17.0,6.4,2.8,29.1,-58.1,-40.6,-78.3,,41.5,1.4,0.5,ASAN-USA,790.8,723.9,652.5,547.2,227.0,
FIVN,"Five9, Inc.","1,833.7",24.0,3.3,2.1,"1,149.1",0.0,17.7,39.4,201.2,102.5,44.8,8.9,1.5,0.0,20260219,28.0,"7,329.0",0.0,"130,152.0",,Packaged Software,13.9,2.4,13.3,30.4,3.3,1.6,9.3,-13.6,-48.7,-85.0,107.9,100.0,0.9,0.5,FIVN-USA,"1,149.1","1,041.9",910.5,778.8,434.9,128.9
NTLA,"Intellia Therapeutics, Inc.","1,819.2",13.0,3.1,13.3,67.7,0.0,-628.1,-412.7,-395.9,13.9,,,14.4,,20260226,26.6,"1,655.0",0.3,"101,388.0",,Biotechnology,46.3,2.5,7.3,28.3,3.1,9.1,-1.6,69.3,-44.6,-81.8,-54.8,25.7,1.3,0.8,NTLA-USA,67.7,57.9,36.3,52.1,58.0,6.0
ENVX,Enovix Corporation,"1,795.4",8.2,7.3,1.6,31.8,0.0,-448.9,-156.7,-113.5,199.2,,,49.8,0.0,20260225,13.9,"12,410.0",0.5,"328,789.0",97.6,Electrical Products,26.9,3.8,4.6,16.5,7.3,50.8,-14.2,3.8,-22.7,-43.7,,36.3,1.3,0.8,ENVX-USA,31.8,23.1,7.6,6.2,0.0,
JBLU,JetBlue Airways Corporation,"1,774.5",4.8,26.0,1.5,"9,062.0",0.2,3.9,-602.0,"-1,216.0",444.2,,22.5,0.2,0.0,20260127,4.9,"15,160.0",0.5,"751,586.0",77.4,Airlines,21.0,2.3,3.8,6.5,26.0,1.0,-7.2,-8.4,-15.3,-74.9,-73.1,55.8,1.0,0.6,JBLU-USA,"9,062.0","9,279.0","9,615.0","9,158.0","2,957.0","6,416.0"
KOS,Kosmos Energy Ltd.,"1,773.6",3.0,8.4,1.0,"1,297.8",0.9,24.9,-699.8,-180.4,579.8,,10.5,0.3,0.0,20260302,3.2,"4,934.0",0.2,"298,921.0",,Integrated Oil,4.9,0.4,0.8,3.3,8.4,2.6,-18.9,64.3,-49.0,-11.5,-44.2,35.5,1.2,0.7,KOS-USA,"1,297.8","1,680.2","1,718.8","2,259.9",809.7,446.7
ABCL,"AbCellera Biologics, Inc.","1,746.7",5.7,7.1,11.4,75.1,0.0,-250.6,-146.4,-174.1,14.8,,,13.6,4.0,20260224,10.4,"2,621.0",0.3,"142,572.0",,Biotechnology,18.4,2.3,2.3,6.8,7.1,8.0,-3.5,147.6,47.4,-77.6,,20.9,1.5,0.8,ABCL-USA,75.1,28.8,38.0,485.4,233.2,
KSS,Kohl's Corporation,"1,742.2",15.5,5.8,2.8,"15,601.7",0.1,7.8,245.3,"1,008.0",166.8,7.3,4.3,0.1,0.0,20260310,15.8,"10,338.0",0.2,"190,989.0",67.9,Department Stores,24.0,2.2,7.9,25.2,5.8,0.5,7.9,92.5,-25.6,-60.5,-31.1,10.6,1.5,0.6,KSS-USA,"15,527.0","16,221.0","17,476.0","18,098.0","15,955.0","19,204.0"
SRPT,"Sarepta Therapeutics, Inc.","1,714.6",16.2,3.5,2.6,"2,198.2",0.0,-27.3,-713.4,-324.5,91.1,,,1.0,,20260225,22.7,"1,104.0",0.4,"108,857.0",59.5,Pharmaceuticals: Major,24.9,0.4,10.4,43.9,3.5,1.0,-6.9,-58.2,-86.9,-78.0,4.3,7.9,1.7,0.7,SRPT-USA,"2,198.2","1,902.0","1,243.3",933.0,540.1,1.3
GLOB,Globant SA,"1,712.9",39.7,2.1,-0.2,"2,454.9",0.0,17.9,102.9,261.2,22.6,28.1,7.4,1.2,4.0,20260226,61.4,"2,813.0",0.1,"20,381.0",76.4,Information Technology Services,20.2,0.9,32.5,105.4,2.1,1.3,12.4,-58.9,-74.3,-81.0,3.5,76.2,0.9,0.5,GLOB-USA,"2,454.9","2,415.7","2,095.9","1,780.2",814.1,253.8
PAYO,Payoneer Global Inc.,"1,704.0",5.1,4.7,0.8,"1,052.8",0.0,18.9,73.2,206.6,10.3,28.9,8.5,2.0,0.0,20260226,7.9,"3,431.0",0.0,"23,915.0",,Miscellaneous Commercial Services,3.9,0.7,4.1,7.7,4.7,1.7,8.6,-24.1,-13.4,-50.4,,25.2,1.6,0.5,PAYO-USA,"1,052.8",977.7,831.1,627.6,345.6,
IOVA,Iovance Biotherapeutics Inc,"1,692.2",3.8,9.7,15.6,263.5,0.0,-133.2,-391.0,-336.2,7.1,,,3.7,0.0,20260224,8.8,"3,673.0",0.2,"237,382.0",,Biotechnology,27.5,2.0,1.7,5.6,9.7,2.8,-2.2,108.2,-54.7,-78.2,-56.2,27.8,5.0,1.1,IOVA-USA,263.5,164.1,1.2,0.0,0.0,0.0
BL,"BlackLine, Inc.","1,690.0",28.8,0.9,-0.3,700.4,0.0,13.2,24.5,161.5,277.0,142.4,41.2,5.2,0.0,20260210,41.8,"1,593.0",0.0,"38,783.0",,Packaged Software,14.7,0.8,24.7,59.6,0.9,5.5,23.7,-50.0,-38.7,-71.5,,95.3,0.8,0.3,BL-USA,700.4,653.3,590.0,522.9,351.7,83.6
NVAX,"Novavax, Inc.","1,677.3",10.2,3.1,-0.1,"1,123.5",0.0,52.6,440.3,-250.2,,2.6,1.1,1.0,0.0,20260226,14.1,"4,848.0",0.1,"241,720.0",87.0,Biotechnology,29.3,2.6,6.1,12.0,3.1,0.6,-2.8,40.5,-44.0,-94.1,-91.7,38.3,1.5,0.6,NVAX-USA,"1,123.5",682.2,983.7,"1,981.9",475.6,36.3
COTY,Coty Inc. Class A,"1,672.9",1.9,7.9,-2.6,"5,807.3",0.0,14.2,-530.2,277.6,96.6,,8.6,0.7,0.0,20250820,3.2,"1,068.0",0.2,"53,071.0",,Household/Personal Care,11.8,1.7,1.9,5.3,7.9,1.4,30.4,-61.8,-81.4,-78.4,-91.7,67.2,0.9,0.4,COTY-USA,"5,892.9","6,118.0","5,554.1","5,304.4","4,717.2","4,387.2"
ATAI,AtaiBeckley Inc.,"1,667.8",4.5,4.8,-0.7,4.1,0.0,"-2,415.0",-660.0,-103.6,0.9,,,226.6,0.0,20260306,14.0,"1,229.0",0.1,"76,457.0",,Pharmaceuticals: Major,8.0,2.3,2.0,6.8,4.8,164.5,-6.5,92.8,181.4,,,33.8,1.4,0.8,ATAI-USA,4.1,0.3,0.3,0.2,0.0,
GT,Goodyear Tire & Rubber Company,"1,667.1",5.8,7.4,-2.4,"18,280.0",0.0,8.4,"-1,721.0",-30.0,224.4,,5.2,0.1,0.0,20260209,7.5,"3,459.0",11.7,"143,437.0",55.7,Automotive Aftermarket,11.4,1.1,5.4,12.0,7.4,0.5,-301.3,-48.7,-53.5,-71.7,-76.6,73.7,0.6,0.4,GT-USA,"18,280.0","18,878.0","20,066.0","20,805.0","12,321.0","16,443.0"
PVLA,"Palvella Therapeutics, Inc.","1,655.4",115.4,0.6,-0.5,0.0,,,-41.7,-25.0,65.7,,,,0.0,20260331,229.0,"1,154.0",6.6,"3,693.0",63.7,Biotechnology,21.3,-1.9,20.2,151.2,0.6,,-45.5,372.3,"1,031.6",-56.3,-24.1,0.0,1.8,0.7,PVLA-USA,0.0,0.0,0.0,25.9,29.3,2.9
HTZ,Hertz Global Holdings Inc,"1,629.3",5.2,3.7,-1.2,"8,504.0",0.0,27.7,-747.0,"-8,655.0",,,7.4,0.2,0.0,20260226,4.6,"6,159.0",0.6,"938,803.0",83.3,Finance/Rental/Leasing,17.3,2.4,3.8,8.4,3.7,2.3,-2.3,-16.5,24.9,,,31.1,1.3,0.8,HTZ-USA,"8,504.0","9,049.0","9,371.0","8,685.0","5,258.0","9,017.0"
TFIN,"Triumph Financial, Inc.","1,626.0",68.3,0.3,4.2,504.0,0.0,,25.4,50.6,44.4,67.4,,3.0,4.0,20260126,68.8,"2,067.0",113.8,"8,481.0",36.9,Savings Banks,12.3,1.5,46.4,77.8,0.3,3.7,37.3,17.0,-6.8,-20.0,323.4,14.2,0.7,0.4,TFIN-USA,504.0,487.9,473.1,503.3,372.7,132.1
AEVA,"Aeva Technologies, Inc.","1,595.6",25.3,2.0,-3.6,18.1,0.0,-658.8,-145.4,-119.7,774.8,,,41.9,0.0,20260226,24.1,"9,533.0",0.2,"58,822.0",,Semiconductors,18.8,2.9,8.8,38.8,2.0,40.8,-6.2,28.4,664.7,-50.3,,75.7,1.3,1.0,AEVA-USA,18.1,9.1,4.3,4.2,4.8,
