ticker,company_name,Current Market Value,Closing Price,Total Volume,% Chg in Price,Net Sales,FE Growth Sales Mean CY 1CY Roll Over -1AW,EBITDA Margin,Net Inc Before Extra & Disc Op,Free Cash Flow,Total Debt% Equity,Price / Earns Ratio,Entrpr Value/ EBITDA,Price /Sales CFY,Number of Insider Purchases (last year),EPS Report Date,FE Price_Tgt Mean ,Option Volume,Put/Call Ratio,Option Open interest,Theor. Imp Vol,Industry,Short Interest,3y BETA Rel to Loc Idx,Local Price 52 Week Low,Local Price 52 Week High,Average Daily Volume,Entrpr Value/ Sales,EV/FCF,1y - Compound Tot Ret,2y - Compound Tot Ret,5y - Compound Tot Ret,10y - Compound Tot Ret,IV Rank,IV Max - 1y,IV Min -1y,Exchng Ticker,Net Sales - 0y ago,Net Sales - 1y ago,Net Sales - 2y ago,Net Sales - 3y ago,Net Sales - 5y ago,Net Sales - 10y ago
NVDA,NVIDIA Corporation,"5,196,950.0",214.8,160.9,1.8,"206,339.3",0.0,61.3,"113,110.7","83,676.0",7.8,38.3,34.1,21.3,0.0,20260225,309.0,"3,475,798.0",0.4,"16,553,730.0",40.0,Semiconductors,1.3,1.9,138.8,236.5,160.9,21.1,54.4,52.1,86.8,"1,168.7","18,723.3",46.0,0.5,0.4,NVDA-USA,"215,938.0","130,497.0","60,922.0","26,974.0","16,675.0","5,010.0"
AAPL,Apple Inc.,"4,556,913.0",310.3,50.8,0.3,"435,617.0",0.0,35.1,"117,777.0","98,767.0",102.6,34.2,26.8,9.2,0.0,20251030,316.1,"1,389,995.0",0.4,"5,175,109.0",24.5,Telecommunications Equipment,0.9,0.9,195.1,316.9,50.8,9.3,39.4,53.2,61.3,157.6,"1,291.9",46.9,0.3,0.2,AAPL-USA,"416,161.0","391,035.0","383,285.0","394,328.0","274,150.0","231,283.0"
GOOGL,Alphabet Inc. Class A,"4,349,566.0",359.0,55.4,3.7,"402,962.0",0.1,38.2,"132,170.0","73,266.0",16.1,29.0,24.4,9.5,0.0,20260204,433.5,"708,377.0",0.4,"3,192,290.0",31.5,Internet Software/Services,1.4,1.1,162.0,408.6,55.4,9.4,51.4,116.8,109.0,208.4,883.8,52.4,0.4,0.3,GOOGL-USA,"402,962.0","349,807.0","307,157.0","280,875.0","182,350.0","73,590.0"
MSFT,Microsoft Corporation,"3,174,465.0",427.3,39.0,0.2,"305,453.0",-0.0,60.5,"119,262.0","71,611.0",31.5,36.5,22.8,13.2,0.0,20250730,560.0,"958,859.0",0.3,"4,232,595.0",30.8,Packaged Software,1.1,1.1,356.3,555.5,39.0,13.2,52.1,-7.0,5.0,81.2,833.3,71.5,0.4,0.2,MSFT-USA,"281,724.0","245,122.0","211,915.0","198,270.0","143,015.0","92,972.0"
AMZN,"Amazon.com, Inc.","2,689,490.0",250.0,51.4,1.5,"716,924.0",0.0,21.0,"77,670.0","7,695.0",41.3,32.2,16.3,3.5,0.0,20260205,317.4,"1,122,610.0",0.4,"4,793,436.0",32.4,Internet Retail,1.1,1.5,196.0,278.6,51.4,3.6,330.8,21.5,40.2,56.9,589.2,55.5,0.4,0.3,AMZN-USA,"716,924.0","637,959.0","574,785.0","513,983.0","386,064.0","107,006.0"
AVGO,Broadcom Inc.,"2,268,996.0",479.2,50.1,-12.6,"66,817.0",0.3,54.5,"24,356.7","26,914.0",81.8,77.6,52.8,28.1,0.0,20251211,483.9,"562,084.0",0.5,"1,989,650.0",62.6,Semiconductors,1.1,1.5,241.1,495.0,50.1,28.9,68.5,88.1,269.9,"1,039.5","3,698.6",88.5,0.7,0.4,AVGO-USA,"63,887.0","51,574.0","35,819.0","33,203.0","23,888.0","6,824.0"
TSLA,"Tesla, Inc.","1,591,299.0",423.7,44.5,-1.2,"94,827.0",-0.0,11.6,"3,794.0","6,220.0",17.9,418.2,141.1,16.7,0.0,20260128,395.2,"3,439,664.0",0.5,"6,681,324.0",46.0,Motor Vehicles,2.6,1.8,273.2,498.8,44.5,16.4,250.4,23.1,140.3,121.9,"2,802.2",21.1,0.7,0.4,TSLA-USA,"94,827.0","97,690.0","96,773.0","81,462.0","31,536.0","4,046.0"
META,Meta Platforms Inc Class A,"1,581,390.0",623.0,23.0,0.7,"200,966.0",0.0,50.7,"60,458.0","46,109.0",39.2,28.1,16.5,8.5,0.0,20260128,822.3,"916,578.0",0.3,"3,242,762.0",34.8,Internet Software/Services,1.5,1.5,520.3,796.3,23.0,8.5,36.9,-6.3,31.3,92.6,429.9,47.8,0.5,0.3,META-USA,"200,966.0","164,501.0","134,902.0","116,609.0","85,965.0","17,928.0"
MU,"Micron Technology, Inc.","1,217,463.0","1,079.6",40.3,-7.7,"47,581.0",0.0,57.4,"15,976.3","1,668.0",18.8,16.1,7.7,3.7,0.0,20250923,780.7,"486,884.0",0.9,"3,706,848.0",101.7,Semiconductors,3.1,3.0,101.7,"1,089.3",40.3,3.8,85.3,958.4,748.3,"1,249.6","8,509.0",100.0,0.9,0.4,MU-USA,"37,378.0","25,111.0","15,540.0","30,758.0","21,435.0","16,192.0"
BRK.B,Berkshire Hathaway Inc. Class B,"1,025,304.0",475.4,6.6,0.7,"371,444.0",0.2,19.5,"66,968.0","25,042.0",18.9,16.2,11.6,2.9,4.0,20260228,509.9,"31,716.0",0.3,"605,398.0",16.6,Property/Casualty Insurance,0.8,0.3,455.2,516.9,6.6,2.3,33.9,-4.5,14.6,62.8,236.8,58.2,0.2,0.2,BRK.B-USA,"371,444.0","371,433.0","364,482.0","302,020.0","245,510.0","200,622.0"
LLY,Eli Lilly and Company,"1,015,931.0","1,078.8",2.7,4.3,"65,179.0",-0.0,48.6,"20,640.0","8,972.0",165.3,46.8,31.6,14.8,0.0,20260204,"1,255.0","41,818.0",0.7,"365,312.0",36.0,Pharmaceuticals: Major,1.0,0.4,623.8,"1,149.1",2.7,15.4,111.8,44.7,31.6,457.8,"1,587.5",54.3,0.4,0.3,LLY-USA,"65,179.0","45,042.7","34,124.1","28,541.4","24,539.8","19,958.7"
WMT,Walmart Inc.,"930,220.0",116.9,32.9,0.7,"709,795.7",0.0,6.1,"22,232.0","14,923.0",68.6,43.7,22.8,1.3,0.0,20260219,140.4,"185,574.0",0.2,"1,102,737.0",25.6,Specialty Stores,1.9,0.4,93.4,135.2,32.9,1.4,68.3,17.9,80.9,163.9,487.2,45.1,0.4,0.2,WMT-USA,"713,163.0","680,985.0","648,125.0","611,289.0","559,151.0","482,130.0"
AMD,"Advanced Micro Devices, Inc.","884,633.1",542.5,29.4,-3.6,"34,639.0",0.0,18.8,"4,269.0","6,735.0",6.1,81.1,52.8,10.2,0.0,20260203,491.3,"410,637.0",0.5,"3,227,184.0",70.8,Semiconductors,2.8,3.0,114.7,546.4,29.4,10.0,51.2,362.5,231.7,575.8,"12,941.4",98.2,0.7,0.4,AMD-USA,"34,639.0","25,785.0","22,680.0","23,601.0","9,763.0","3,991.0"
JPM,JPMorgan Chase & Co.,"806,130.6",300.9,7.0,3.3,"279,069.0",-0.0,,"56,780.0","100,867.0",270.3,16.1,,3.2,0.0,20260113,345.6,"33,319.0",0.6,"706,075.0",25.6,Major Banks,1.0,1.0,260.3,337.3,7.0,6.6,18.3,15.2,55.5,105.5,507.4,41.6,0.3,0.2,JPM-USA,"279,069.0","278,683.0","239,247.0","157,542.0","125,819.0","97,030.0"
ORCL,Oracle Corporation,"662,440.6",230.3,23.6,2.6,"62,037.0",-0.0,44.1,"15,686.7",-394.0,432.6,38.1,23.1,8.3,0.0,20250611,248.7,"299,950.0",0.4,"2,540,181.0",77.6,Packaged Software,2.1,2.1,134.6,345.7,23.6,10.0,"-1,453.5",37.5,97.3,203.9,583.8,90.6,0.8,0.3,ORCL-USA,"57,399.0","52,961.0","49,954.0","42,440.0","39,068.0","38,226.0"
XOM,Exxon Mobil Corporation,"632,229.2",152.5,14.4,-0.3,"323,905.0",0.5,18.5,"28,844.0","23,612.0",19.5,18.0,9.3,1.6,,20260130,170.2,"67,347.0",0.5,"1,109,118.0",31.4,Integrated Oil,1.0,-0.4,101.7,176.4,14.4,1.7,23.9,51.6,42.3,199.7,166.6,83.3,0.4,0.2,XOM-USA,"323,905.0","339,908.0","333,711.0","400,438.0","178,170.0","236,810.0"
V,Visa Inc. Class A,"588,600.6",312.4,9.0,2.5,"41,391.0",0.0,70.2,"20,593.0","21,577.0",54.6,33.8,24.0,16.8,0.0,20251028,402.0,"30,148.0",0.8,"451,032.0",23.7,Finance/Rental/Leasing,1.5,0.6,293.9,375.5,9.0,16.9,31.3,-13.9,17.3,42.2,319.3,53.4,0.3,0.2,V-USA,"40,000.0","35,926.0","32,653.0","29,310.0","21,846.0","13,880.0"
INTC,Intel Corporation,"566,480.4",112.7,118.9,-0.8,"52,853.0",0.1,24.9,-267.0,"-4,949.0",41.1,,14.1,3.1,0.0,20260122,97.2,"730,721.0",0.3,"5,904,193.0",81.4,Semiconductors,3.5,3.4,19.0,132.8,118.9,3.5,-37.5,455.5,274.6,119.1,343.1,78.8,0.9,0.4,INTC-USA,"52,853.0","53,101.0","54,228.0","63,054.0","77,867.0","55,355.0"
JNJ,Johnson & Johnson,"537,387.8",223.2,6.5,2.2,"94,178.0",0.0,35.7,"26,804.0","19,698.0",60.5,18.8,15.8,5.4,0.0,20260121,261.9,"22,546.0",0.3,"355,417.0",21.2,Pharmaceuticals: Major,1.0,0.2,149.0,251.7,6.5,5.7,27.1,48.2,59.9,54.7,155.7,77.7,0.3,0.2,JNJ-USA,"94,178.0","88,819.0","85,152.0","80,062.0","82,572.0","70,200.0"
CSCO,"Cisco Systems, Inc.","498,590.9",126.5,30.0,2.8,"58,601.3",0.0,27.8,"11,100.0","13,288.0",65.4,27.0,18.7,4.8,0.0,20250813,129.7,"127,980.0",0.3,"1,075,188.0",37.9,Telecommunications Equipment,1.5,0.8,63.9,129.4,30.0,5.1,21.6,101.0,185.8,173.8,487.5,88.4,0.4,0.2,CSCO-USA,"56,654.0","53,803.0","56,998.0","51,557.0","49,302.0","49,161.0"
LRCX,Lam Research Corporation,"429,833.4",343.7,8.6,-2.1,"20,560.5",-0.0,35.7,"6,213.4","5,414.1",44.2,23.4,19.6,6.8,0.0,20250730,323.0,"36,686.0",0.8,"588,610.0",64.7,Industrial Machinery,2.6,2.0,83.5,346.2,8.6,6.7,22.9,313.9,274.0,470.0,"4,642.8",87.2,0.7,0.3,LRCX-USA,"18,435.6","14,905.4","17,426.7","17,182.0","10,040.6","5,247.7"
CAT,Caterpillar Inc.,"426,632.8",926.2,2.5,1.5,"67,589.0",0.1,20.5,"8,884.0","7,453.0",206.7,30.5,21.9,4.0,4.0,20260129,971.3,"35,880.0",0.8,"263,203.0",41.0,Trucks/Construction/Farm Machinery,1.8,1.8,345.9,936.7,2.5,4.5,40.9,168.0,187.1,315.4,"1,448.2",80.5,0.5,0.3,CAT-USA,"67,589.0","64,809.0","67,060.0","59,427.0","41,746.0","47,011.0"
COST,Costco Wholesale Corporation,"426,551.4",961.8,2.2,1.1,"282,349.0",0.1,4.7,"8,384.3","7,837.0",26.6,51.8,32.1,1.5,0.0,20250925,"1,095.9","49,805.0",0.6,"311,952.0",23.8,Specialty Stores,1.7,0.6,844.1,"1,096.5",2.2,1.5,52.9,-8.4,19.2,164.4,650.7,45.1,0.3,0.2,COST-USA,"275,235.0","254,453.0","242,290.0","226,954.0","166,761.0","116,199.0"
MA,Mastercard Incorporated Class A,"416,653.8",471.6,5.2,2.2,"32,836.0",-0.0,64.0,"14,968.0","16,912.0",254.3,34.6,25.0,15.8,,20260129,650.4,"17,759.0",0.6,"147,542.0",24.7,Finance/Rental/Leasing,0.9,0.6,464.5,601.8,5.2,16.0,31.1,-18.5,7.7,34.2,420.9,70.5,0.3,0.2,MA-USA,"32,836.0","28,159.0","25,127.0","22,221.0","15,301.0","9,667.0"
AMAT,"Applied Materials, Inc.","397,590.8",500.8,9.0,0.2,"28,265.3",0.0,31.4,"7,558.7","5,698.0",33.6,26.4,20.5,6.5,0.0,20251113,519.8,"27,726.0",0.7,"358,921.0",59.9,Industrial Machinery,2.3,1.6,154.5,508.3,9.0,6.5,32.2,211.9,137.7,283.0,"2,189.4",87.9,0.7,0.3,AMAT-USA,"28,368.0","27,176.0","26,454.0","25,685.0","17,200.0","9,659.0"
ABBV,"AbbVie, Inc.","383,623.1",217.1,5.7,3.6,"61,160.0",0.0,47.5,"4,186.0","17,816.0",,96.8,16.1,6.6,0.0,20260204,253.1,"12,330.0",0.2,"250,380.0",27.5,Pharmaceuticals: Major,1.3,0.2,181.7,244.8,5.7,7.7,26.3,19.8,45.1,133.6,404.7,64.9,0.4,0.2,ABBV-USA,"61,160.0","56,334.0","54,318.0","58,054.0","45,804.0","22,859.0"
CVX,Chevron Corporation,"377,826.4",189.7,8.0,-0.7,"184,534.0",-0.7,20.0,"12,299.0","16,817.0",25.1,23.0,8.8,1.5,0.0,20260130,216.4,"30,045.0",0.6,"521,832.0",30.3,Integrated Oil,1.0,-0.1,136.7,214.7,8.0,1.8,19.6,41.6,31.2,116.5,187.9,79.5,0.3,0.2,CVX-USA,"184,534.0","193,471.0","197,217.0","236,368.0","94,402.0","129,648.0"
BAC,Bank of America Corp,"371,861.3",52.4,48.1,3.4,"194,259.0",0.0,,"30,509.0","43,425.0",237.3,14.4,,2.2,0.0,20260114,62.4,"117,877.0",0.7,"2,556,736.0",27.2,Major Banks,1.4,1.3,43.7,57.6,48.1,5.9,26.2,20.0,37.7,36.2,351.7,38.1,0.4,0.2,BAC-USA,"194,259.0","195,865.0","175,003.0","117,852.0","94,918.0","93,902.0"
NFLX,"Netflix, Inc.","343,264.4",81.5,36.7,0.0,"45,274.2",-0.0,66.6,"10,981.2","9,461.1",63.8,37.1,13.7,9.0,0.0,20260120,116.3,"475,556.0",0.6,"5,825,682.0",32.6,Internet Software/Services,2.3,0.8,75.0,134.1,36.7,9.2,43.9,-33.1,28.6,66.6,718.6,55.5,0.5,0.3,NFLX-USA,"45,274.2","38,877.0","33,723.3","31,615.6","24,996.1","6,779.5"
UNH,UnitedHealth Group Incorporated,"342,370.3",377.0,6.8,5.2,"447,567.0",0.0,,"12,056.0","16,075.0",88.2,24.9,,0.7,0.0,20260127,402.1,"81,099.0",0.4,"1,216,356.0",31.8,Managed Health Care,1.9,0.8,234.6,404.2,6.8,0.9,24.3,28.7,-20.8,0.7,224.5,26.2,0.5,0.3,UNH-USA,"447,567.0","400,278.0","371,622.0","324,162.0","257,141.0","157,107.0"
PLTR,Palantir Technologies Inc. Class A,"340,897.6",142.2,41.1,-0.4,"4,475.4",0.0,32.2,"1,625.0","2,100.6",3.1,280.6,311.7,101.9,0.0,20260202,189.9,"622,608.0",0.5,"3,857,283.0",51.1,Packaged Software,3.2,1.5,118.9,207.5,41.1,100.4,213.8,6.8,567.0,501.8,,34.6,0.7,0.5,PLTR-USA,"4,475.4","2,865.5","2,225.0","1,905.9","1,092.7",
KO,Coca-Cola Company,"338,863.3",78.8,15.0,-2.5,"48,392.0",0.0,33.5,"13,107.0","5,296.0",146.8,23.0,20.5,6.2,0.0,20260210,87.6,"26,168.0",0.2,"690,847.0",18.9,Beverages: Non-Alcoholic,1.1,0.2,65.4,82.7,15.0,6.9,63.3,13.9,32.6,64.3,139.3,58.1,0.3,0.2,KO-USA,"48,392.0","46,766.0","45,831.0","42,841.0","33,029.0","43,700.0"
MS,Morgan Stanley,"331,449.6",210.1,6.0,3.9,"119,717.0",0.0,,"16,861.0","46,100.0",422.3,17.4,,2.4,0.0,20260115,206.8,"10,474.0",0.8,"397,164.0",31.4,Investment Managers,1.3,1.5,127.3,217.0,6.0,6.4,16.5,67.2,128.0,164.1,948.6,57.7,0.4,0.2,MS-USA,"119,717.0","107,397.0","92,218.0","65,990.0","52,855.0","37,830.0"
GE,GE Aerospace,"328,276.5",314.6,4.1,4.1,"45,855.0",0.0,20.7,"8,601.0","7,264.0",115.4,37.9,35.6,7.2,0.0,20260122,348.5,"7,134.0",0.7,"219,686.0",37.1,Aerospace & Defense,1.4,1.1,232.2,348.5,4.1,7.4,46.6,27.1,97.2,359.2,146.9,75.1,0.4,0.3,GE-USA,"45,855.0","38,702.0","35,348.0","58,116.0","75,819.0","115,916.0"
PG,Procter & Gamble Company,"326,446.5",140.2,9.4,0.4,"85,259.0",0.0,27.8,"16,454.0","14,045.0",69.1,24.5,17.7,4.6,0.0,20250729,163.5,"21,457.0",0.6,"365,470.0",22.3,Household/Personal Care,1.3,0.5,137.6,168.0,9.4,5.0,29.8,-13.6,-10.3,17.2,123.4,61.7,0.3,0.2,PG-USA,"84,284.0","84,039.0","82,006.0","80,187.0","70,950.0","70,749.0"
HD,"Home Depot, Inc.","312,067.7",313.0,4.3,-1.0,"165,185.0",0.0,15.2,"14,298.0","12,646.0",519.6,26.3,17.1,2.3,0.0,20260224,374.2,"43,298.0",0.1,"283,523.0",31.2,Home Improvement Chains,1.3,1.2,289.1,426.8,4.3,2.7,34.5,-14.0,-0.4,13.0,200.4,80.9,0.3,0.2,HD-USA,"164,683.0","159,514.0","152,669.0","157,403.0","132,110.0","88,519.0"
GS,"Goldman Sachs Group, Inc.","307,108.2","1,041.0",2.6,5.0,"126,213.0",0.0,,"17,176.0","23,152.0",530.7,17.1,,2.2,0.0,20260115,964.3,"22,080.0",1.0,"390,550.0",31.5,Investment Banks/Brokers,2.3,1.3,592.9,"1,074.0",2.6,7.5,41.1,75.8,138.2,202.2,721.3,62.0,0.4,0.3,GS-USA,"126,213.0","126,828.0","108,692.0","67,261.0","53,560.0","39,208.0"
IBM,International Business Machines Corporation,"287,257.1",305.6,13.9,-1.3,"67,536.0",0.0,28.3,"10,571.0","12,102.0",197.9,26.5,17.1,4.2,,20260128,294.4,"139,895.0",0.4,"591,546.0",53.9,Information Technology Services,2.9,1.0,212.3,332.5,13.9,4.9,27.4,18.2,95.4,167.7,218.3,84.2,0.6,0.2,IBM-USA,"67,536.0","62,753.0","61,860.0","60,530.0","55,179.0","81,741.0"
MRK,"Merck & Co., Inc.","283,288.3",114.7,8.2,4.8,"64,926.0",-0.0,45.2,"18,254.0","12,360.0",96.1,14.5,10.2,4.1,0.0,20260203,131.8,"14,802.0",0.7,"528,798.0",28.6,Pharmaceuticals: Major,1.2,0.1,76.7,125.1,8.2,4.6,24.3,54.1,-4.7,81.5,188.8,47.4,0.4,0.3,MRK-USA,"64,926.0","63,973.0","59,871.0","58,473.0","41,537.0","38,773.0"
TXN,Texas Instruments Incorporated,"280,845.6",308.6,6.7,-1.0,"17,682.0",-0.0,46.0,"4,973.0","2,603.0",90.8,31.9,20.6,9.0,0.0,20260127,293.2,"13,339.0",0.8,"255,765.0",48.6,Semiconductors,2.0,1.7,152.7,331.5,6.7,9.5,64.7,68.7,68.6,91.1,570.1,100.0,0.5,0.3,TXN-USA,"17,682.0","15,641.0","17,519.0","20,028.0","14,461.0","13,000.0"
KLAC,KLA Corporation,"277,598.9","2,125.1",1.0,0.3,"12,738.3",0.0,45.6,"4,558.0","3,741.7",111.8,29.5,22.3,9.9,0.0,20250731,"1,895.0","3,022.0",1.3,"39,071.0",63.6,Semiconductors,2.6,1.5,773.6,"2,145.5",1.0,10.0,32.4,175.7,186.2,623.7,"3,324.0",100.0,0.6,0.3,KLAC-USA,"12,148.7","9,793.9","10,464.2","9,201.2","5,802.3","2,806.4"
DELL,"Dell Technologies, Inc. Class C","274,722.8",421.1,14.2,0.2,"110,540.7",16.7,10.5,"5,694.0","8,552.0",,13.2,8.2,0.7,0.0,20260226,494.8,"119,498.0",0.9,"697,327.0",74.1,Computer Processing Hardware,7.1,1.7,109.2,469.5,14.2,0.9,11.6,282.1,229.5,799.6,,87.2,0.8,0.4,DELL-USA,"113,725.0","95,467.0","88,523.0","101,565.0","86,768.0","50,583.0"
PM,Philip Morris International Inc.,"274,213.1",175.9,3.3,-0.5,"40,540.0",-0.0,46.8,"11,316.0","10,664.0",,22.1,15.6,6.2,0.0,20260206,194.4,"5,490.0",0.2,"169,413.0",27.7,Tobacco,1.1,0.3,142.1,193.1,3.3,7.3,27.8,-0.1,84.9,129.5,186.6,71.4,0.4,0.3,PM-USA,"40,540.0","37,692.0","35,060.0","31,529.0","28,697.0","26,645.0"
SNDK,Sandisk Corporation,"271,226.4","1,831.5",11.9,-3.9,"8,929.0",0.0,15.9,"-1,041.0",56.0,8.0,,10.8,0.9,0.0,20250814,"1,775.1","134,640.0",1.4,"751,262.0",102.9,Computer Peripherals,6.3,4.9,37.3,"1,861.0",11.9,1.0,133.4,"4,639.9",,,,80.0,1.2,0.5,SNDK-USA,"7,355.0","6,663.0","6,086.0",,,
MRVL,"Marvell Technology, Inc.","263,883.4",301.7,115.5,4.9,"8,060.8",0.4,31.9,"2,604.8","1,396.4",35.4,25.7,26.9,8.4,0.0,20260305,236.3,"493,691.0",0.6,"1,655,857.0",104.1,Semiconductors,3.7,2.7,61.4,324.2,115.5,8.7,50.9,385.0,344.9,551.9,"3,110.5",100.0,1.0,0.5,MRVL-USA,"8,194.6","5,767.3","5,507.7","5,919.6","2,968.9","2,649.2"
QCOM,QUALCOMM Incorporated,"263,510.5",250.0,19.5,-3.0,"44,866.0",0.0,30.7,"5,365.0","12,820.0",64.2,33.7,13.5,4.2,0.0,20251105,182.3,"292,301.0",0.2,"1,125,254.0",88.8,Semiconductors,4.7,2.1,122.0,259.9,19.5,4.3,14.8,71.8,26.3,110.5,494.9,96.1,0.9,0.3,QCOM-USA,"44,284.0","38,962.0","35,820.0","44,200.0","23,531.0","25,281.0"
GEV,GE Vernova Inc.,"257,799.2",959.4,2.1,0.4,"38,062.0",-0.0,7.7,"4,884.0","3,710.0",10.7,36.9,59.2,4.7,0.0,20260128,"1,245.8","10,983.0",1.3,"221,267.0",51.3,Electrical Products,3.3,1.0,458.6,"1,182.0",2.1,4.6,46.7,95.0,465.2,,,54.4,0.6,0.4,GEV-USA,"38,062.0","34,943.0",0.0,0.0,,
WFC,Wells Fargo & Company,"240,775.8",78.7,15.2,3.7,"124,235.0",0.0,,"21,338.0","-14,486.0",237.4,14.9,,2.4,0.0,20260114,96.8,"36,524.0",1.7,"1,113,094.0",30.1,Major Banks,1.1,0.9,71.9,97.8,15.2,5.7,-49.1,6.3,38.7,91.1,106.9,45.2,0.4,0.3,WFC-USA,"124,235.0","126,275.0","116,219.0","77,834.0","82,252.0","88,093.0"
LIN,Linde plc,"234,801.9",507.6,2.3,-0.0,"33,986.0",0.0,38.3,"6,898.0","5,089.0",73.4,29.2,17.3,5.9,0.0,20260205,542.8,"4,734.0",0.3,"53,708.0",25.4,Chemicals: Specialty,1.5,0.5,387.8,521.3,2.3,6.6,44.4,9.0,19.9,81.5,443.0,77.9,0.3,0.2,LIN-USA,"33,986.0","33,005.0","32,854.0","33,364.0","27,243.0","10,776.0"
RTX,RTX Corporation,"232,369.6",172.6,4.3,4.0,"88,603.0",0.0,14.5,"6,732.0","7,940.0",61.2,37.0,21.8,2.8,0.0,20260127,219.9,"9,265.0",0.5,"241,076.0",28.1,Aerospace & Defense,1.1,0.3,135.4,214.5,4.3,3.2,35.7,27.5,66.7,117.2,266.8,66.6,0.4,0.2,RTX-USA,"88,603.0","80,738.0","68,920.0","67,074.0","56,669.0","56,332.0"
PANW,"Palo Alto Networks, Inc.","228,550.4",280.4,14.7,-0.4,"9,781.1",0.5,21.3,"1,227.0","3,469.8",4.0,108.6,61.0,13.4,0.0,20250818,311.4,"131,838.0",0.9,"700,651.0",53.6,Packaged Software,3.5,1.4,139.6,303.0,14.7,13.1,34.8,42.3,90.5,379.2,"1,104.9",63.6,0.7,0.3,PANW-USA,"9,221.5","8,027.5","6,892.7","5,501.5","3,408.4",928.1
C,Citigroup Inc.,"222,818.2",129.9,11.1,4.0,"169,155.0",-0.0,,"14,138.0","22,283.0",338.7,16.7,,1.3,0.0,20260114,147.8,"29,678.0",0.8,"1,337,766.0",31.7,Major Banks,1.8,1.2,75.7,135.3,11.1,5.4,40.9,73.6,121.9,94.0,286.5,38.4,0.4,0.3,C-USA,"169,155.0","170,981.0","157,096.0","101,593.0","88,943.0","88,056.0"
ANET,Arista Networks Inc,"219,566.7",174.4,8.1,-4.8,"9,005.7",0.0,43.6,"3,511.4","4,252.4",0.0,47.6,39.8,18.6,0.0,20260212,188.4,"39,820.0",0.3,"386,583.0",57.6,Computer Peripherals,2.0,1.7,85.6,179.8,8.1,17.4,36.8,84.5,135.3,711.3,"3,615.9",74.8,0.7,0.4,ANET-USA,"9,005.7","7,003.1","5,860.2","4,381.3","2,317.5",837.6
ADI,"Analog Devices, Inc.","213,183.4",437.7,5.7,-2.0,"11,511.1",0.1,46.2,"2,560.4","4,278.6",25.6,51.3,24.2,10.6,0.0,20251125,457.9,"11,374.0",2.5,"113,258.0",47.4,Semiconductors,1.9,1.4,217.0,439.7,5.7,11.0,28.4,104.0,95.1,193.9,809.6,85.0,0.5,0.3,ADI-USA,"11,019.7","9,427.2","12,305.5","12,014.0","5,603.1","3,435.1"
STX,Seagate Technology Holdings PLC,"210,930.0",940.7,2.9,-1.6,"10,058.0",0.0,28.2,"1,970.0",818.0,"1,046.6",20.9,16.1,3.4,0.0,20250729,862.2,"15,165.0",2.0,"209,633.0",87.0,Computer Peripherals,4.3,2.9,123.7,966.8,2.9,3.9,43.0,673.0,973.7,"1,018.3","5,923.4",98.4,0.9,0.4,STX-USA,"9,097.0","6,551.0","7,384.0","11,661.0","10,509.0","13,739.0"
AXP,American Express Company,"205,086.7",300.6,3.9,4.0,"80,484.0",0.0,29.5,"10,759.0","16,076.0",172.5,24.1,11.3,3.2,0.0,20260130,364.7,"21,744.0",0.4,"238,132.0",28.6,Finance/Rental/Leasing,1.8,1.2,286.2,387.5,3.9,3.3,16.6,2.1,29.7,94.1,427.7,37.2,0.4,0.3,AXP-USA,"80,484.0","74,188.0","67,373.0","55,621.0","38,185.0","34,441.0"
WDC,Western Digital Corporation,"204,779.0",594.1,7.8,-3.1,"10,734.0",0.0,31.4,"3,968.0","1,454.0",70.8,13.1,9.6,2.4,0.0,20250730,535.4,"45,248.0",1.2,"406,393.0",87.3,Computer Peripherals,8.9,2.6,53.5,602.5,7.8,2.7,17.4,"1,009.6",953.0,928.3,"1,792.1",90.3,0.9,0.4,WDC-USA,"9,520.0","6,317.0","12,318.0","18,793.0","16,736.0","14,572.0"
TMUS,"T-Mobile US, Inc.","196,365.2",181.5,6.8,-2.4,"88,309.0",0.0,36.5,"10,992.0","15,427.0",206.5,20.9,9.8,2.6,4.0,20260211,259.1,"35,666.0",0.2,"156,329.0",33.0,Wireless Telecommunications,3.7,0.0,180.4,261.6,6.8,3.9,22.4,-24.2,8.3,33.3,335.5,66.1,0.4,0.2,TMUS-USA,"88,309.0","81,400.0","78,558.0","79,571.0","68,397.0","32,053.0"
PEP,"PepsiCo, Inc.","194,819.4",142.5,6.2,-0.3,"93,924.0",0.0,20.2,"8,240.0","7,672.0",259.9,24.0,12.5,2.1,0.0,20260203,171.8,"17,697.0",0.5,"433,004.0",25.2,Food: Specialty/Candy,1.8,0.3,127.6,171.5,6.2,2.6,31.4,12.4,-10.5,11.9,86.8,56.7,0.3,0.2,PEP-USA,"93,924.0","91,853.0","91,468.0","86,403.0","70,372.0","63,053.0"
VZ,Verizon Communications Inc.,"194,789.9",46.7,27.9,-3.8,"138,191.0",-0.0,36.2,"17,174.0","20,126.0",173.9,10.0,6.2,1.2,0.0,20260130,52.0,"60,560.0",1.7,"1,089,241.0",24.5,Wireless Telecommunications,2.1,0.1,38.4,51.7,27.9,2.4,16.7,13.6,29.7,11.8,56.2,59.6,0.3,0.2,VZ-USA,"138,191.0","134,788.0","133,974.0","136,835.0","128,292.0","131,620.0"
